id,first_name,last_name,email,address,tax_number,donation_date,donation_amount,donation_recipient
844,Jerrilyn,Ettritch,jettritchnf@oaic.gov.au,66 Troy Trail,91-413-7213,2/21/2024,"$21,028.69 ",Shuffletag
845,Sada,Fearnehough,sfearnehoughng@microsoft.com,38 Paget Drive,06-446-0841,02/03/24,"$40,333.71 ",Thoughtsphere
846,Almeria,Pettigree,apettigreenh@comsenz.com,453 Lakewood Terrace,67-879-0365,1/20/2024,"$60,604.87 ",Centimia
847,Kristina,Symson,ksymsonni@ycombinator.com,61 Katie Point,46-659-8111,2/25/2024,"$13,598.96 ",Snaptags
848,Kailey,McSharry,kmcsharrynj@google.pl,7279 Bluejay Terrace,32-461-8530,1/24/2024,"$28,575.73 ",Leenti
849,Sidonnie,Tremellan,stremellannk@craigslist.org,76407 Sloan Junction,67-666-4852,2/21/2024,"$43,604.41 ",Dynava
850,Nils,Easman,neasmannl@imgur.com,446 Onsgard Pass,05-446-0881,03/11/24,"$37,017.37 ",Buzzster
851,Hallsy,Eccleshall,heccleshallnm@tinypic.com,3828 Welch Terrace,79-924-6953,1/30/2024,"$53,037.96 ",Twitterworks
852,Lemar,Bexley,lbexleynn@mozilla.com,01 Paget Terrace,96-700-4545,1/18/2024,"$10,777.89 ",Shufflester
853,Mattie,Scedall,mscedallno@vistaprint.com,8 Porter Parkway,55-860-2964,1/16/2024,"$72,961.72 ",DabZ
854,Cesare,Knipe,cknipenp@cbc.ca,0 Elmside Way,23-881-4696,01/08/24,"$55,613.25 ",Meezzy
855,Cynthia,Peer,cpeernq@ovh.net,0943 Meadow Valley Terrace,12-697-4925,02/09/24,"$60,940.35 ",Eire
856,Marlon,McGloughlin,mmcgloughlinnr@zdnet.com,28054 Erie Avenue,98-408-4483,01/07/24,"$13,026.72 ",Izio
857,Konstanze,Auton,kautonns@icq.com,01 Blackbird Avenue,47-124-6428,2/17/2024,"$26,887.63 ",Photobean
858,Adrianna,Souter,asouternt@sogou.com,15160 Lakewood Junction,46-167-9445,02/07/24,"$17,506.93 ",Yodoo
859,Bartie,Medwell,bmedwellnu@msu.edu,269 Kensington Center,60-371-5311,03/02/24,"$39,711.11 ",Tagtune
860,Cully,Layman,claymannv@tinypic.com,93403 Carberry Center,16-102-0683,2/18/2024,"$26,679.41 ",Wikibox
861,Eugenie,MacDearmont,emacdearmontnw@netlog.com,511 Artisan Terrace,57-560-8477,1/14/2024,"$93,550.10 ",Roombo
862,Cara,Boak,cboaknx@moonfruit.com,91 Sunnyside Terrace,17-417-5507,1/26/2024,"$71,529.66 ",Trudoo
863,Tansy,Menichillo,tmenichillony@prnewswire.com,6022 Morningstar Avenue,45-498-8171,2/19/2024,"$73,699.25 ",Yakitri
864,Violette,Druhan,vdruhannz@shutterfly.com,18518 Myrtle Terrace,59-121-5802,02/09/24,"$28,028.06 ",Tagfeed
865,Lay,Collier,lcolliero0@vistaprint.com,646 La Follette Lane,76-823-1799,1/28/2024,"$49,201.00 ",Podcat
866,Solly,Jay,sjayo1@wikimedia.org,87 Chinook Street,99-467-9084,01/12/24,"$31,938.83 ",Kwimbee
867,Adelle,Kits,akitso2@ifeng.com,7644 Cordelia Way,96-648-2267,2/13/2024,"$99,660.74 ",Minyx
868,Sofie,Salmond,ssalmond8g@ocn.ne.jp,165 Upham Point,96-984-0055,1/31/2024,"$55,042.78 ",Ntags
869,Skip,Pineaux,spineauxo4@acquirethisname.com,3171 Judy Pass,34-545-4474,1/22/2024,"$59,831.72 ",Thoughtstorm
870,Katey,Leele,kleeleo5@over-blog.com,17678 Vermont Crossing,63-772-4641,03/03/24,"$87,439.63 ",Devpulse
871,Darrelle,Caselick,dcaselicko6@deviantart.com,09926 Bartelt Lane,55-161-9582,03/05/24,"$41,768.11 ",Kaymbo
872,Loni,Oakenfall,loakenfallo7@loc.gov,8085 Loomis Way,56-058-8945,2/26/2024,"$24,036.63 ",Jabbersphere
873,Birch,Pottinger,bpottingero8@weebly.com,47 Elmside Point,21-579-9658,02/04/24,"$2,854.39 ",Gigabox
874,Martie,Humbles,mhumbleso9@netlog.com,774 Northridge Plaza,72-320-8182,2/26/2024,"$58,724.17 ",Meemm
875,Coletta,Sherrett,csherrettoa@techcrunch.com,9739 Meadow Ridge Circle,58-803-7485,01/02/24,"$53,358.59 ",Gigazoom
876,Dix,Jouandet,djouandetob@walmart.com,74 Glacier Hill Pass,95-681-6859,03/08/24,"$88,939.32 ",Dabvine
877,Jeff,Mapholm,jmapholmoc@csmonitor.com,478 Mariners Cove Point,51-885-1452,1/31/2024,"$27,012.37 ",Skilith
878,Teddy,Spieck,tspieckod@psu.edu,4 Warner Pass,05-176-2867,02/12/24,"$2,096.41 ",Realcube
879,Eloisa,Cockshott,ecockshottoe@dmoz.org,69837 Weeping Birch Hill,46-114-6071,03/05/24,"$41,052.47 ",Gabvine
880,Klemens,Birtwhistle,kbirtwhistleof@gizmodo.com,833 Trailsway Parkway,47-648-9602,1/20/2024,"$28,748.41 ",Pixoboo
881,Roobbie,Hurlston,rhurlstonog@springer.com,7603 Eliot Alley,89-423-7505,1/21/2024,"$16,457.23 ",Skyble
882,Allison,Tollerton,atollertonoh@ucoz.ru,23 Arkansas Way,73-085-6116,1/18/2024,"$60,026.92 ",Babbleblab
883,Stanislas,Fifield,sfifieldoi@answers.com,17 Crescent Oaks Terrace,52-391-1028,03/07/24,"$74,195.65 ",Shuffletag
884,Nikita,Herreran,nherreranoj@moonfruit.com,35164 Westerfield Avenue,34-296-1583,1/15/2024,"$75,581.77 ",Thoughtsphere
885,Cecelia,Riggeard,criggeardok@europa.eu,671 East Court,35-030-9161,2/27/2024,"$63,939.96 ",Centimia
886,Brena,Tourry,btourryol@comcast.net,3 Tomscot Avenue,75-473-9166,1/13/2024,"$71,447.82 ",Snaptags
887,Aigneis,Skeel,askeelom@mlb.com,020 Tennessee Park,06-186-0796,03/06/24,"$47,201.21 ",Leenti
888,Sigfried,Willbourne,swillbourneon@delicious.com,688 Alpine Avenue,81-992-7662,2/21/2024,"$80,399.35 ",Dynava
889,Kathryne,Hanratty,khanrattyoo@google.co.uk,22674 Claremont Park,77-180-3243,2/20/2024,"$80,161.17 ",Buzzster
890,Gerrie,Tute,gtuteop@ehow.com,9070 Jenna Lane,04-533-6709,02/03/24,"$67,093.62 ",Twitterworks
891,Franz,Lemmens,flemmensoq@netscape.com,222 Briar Crest Lane,15-332-2003,02/03/24,"$56,064.46 ",Shufflester
892,Sonny,McArt,smcartor@imageshack.us,7160 Sherman Point,95-459-3549,01/02/24,"$15,299.11 ",DabZ
893,Margret,Chesnut,mchesnutos@wsj.com,787 Almo Pass,50-028-4561,03/06/24,"$58,613.19 ",Meezzy
894,Ibby,Tytler,itytlerot@wix.com,1347 Chinook Park,77-318-7866,01/09/24,"$18,171.27 ",Eire
895,Kerwin,Cargen,kcargenou@mediafire.com,88622 Helena Point,10-763-7126,1/27/2024,"$25,441.49 ",Izio
896,Lesli,Rendall,lrendallov@booking.com,26951 Village Green Road,55-223-5734,03/01/24,"$11,556.77 ",Photobean
897,Pascale,Dengate,pdengateow@wikimedia.org,133 Drewry Hill,01-517-2438,1/26/2024,"$71,840.40 ",Yodoo
898,Grace,Nattrass,gnattrassox@imdb.com,3 Colorado Alley,75-240-1655,2/23/2024,"$33,575.10 ",Tagtune
899,Paula,Greber,pgreberoy@ft.com,930 Muir Court,00-625-6484,1/20/2024,"$57,821.43 ",Wikibox
900,Winslow,Ulyat,wulyatoz@alexa.com,54 Mosinee Plaza,38-612-6646,1/16/2024,"$2,861.35 ",Roombo
901,Terrell,Hunston,thunstonp0@jugem.jp,6 Truax Trail,08-412-0600,1/24/2024,"$51,016.91 ",Trudoo
902,Stanfield,Assaf,sassafp1@yellowpages.com,44668 Fairfield Court,21-019-4808,1/29/2024,"$82,301.38 ",Yakitri
903,Ginnifer,Samarth,gsamarthp2@slashdot.org,4941 Dryden Center,78-567-5458,01/05/24,"$6,030.71 ",Tagfeed
904,Hurley,Brisseau,hbrisseaup3@ameblo.jp,7550 Nobel Road,58-198-5279,1/24/2024,"$12,445.53 ",Podcat
905,Kermie,Orrom,korromp4@lycos.com,5 Charing Cross Alley,55-805-5511,01/04/24,"$59,783.32 ",Kwimbee
906,Valeda,Pendrigh,vpendrighp5@hao123.com,162 Mitchell Drive,86-041-9325,2/27/2024,"$67,486.27 ",Minyx
907,Gretel,Carter,gcarterp6@hhs.gov,96 Hauk Parkway,63-926-3247,01/03/24,"$67,034.41 ",Ntags
908,Ulric,Trevon,utrevonp7@thetimes.co.uk,901 Bashford Center,51-257-9887,1/24/2024,"$44,514.17 ",Thoughtstorm
909,Kerianne,Aubri,kaubrip8@ycombinator.com,7 Raven Trail,04-872-0808,02/04/24,"$95,990.31 ",Devpulse
910,Milena,Soggee,msoggeep9@weather.com,4 Derek Street,02-523-5364,02/12/24,"$66,253.80 ",Kaymbo
911,Anatol,Elletson,aelletsonpa@pen.io,82 Scofield Place,73-869-1051,02/11/24,"$70,284.07 ",Jabbersphere
912,Joice,Berzins,jberzinspb@cdbaby.com,4242 Farmco Way,62-967-3543,2/29/2024,"$42,246.25 ",Gigabox
913,Gordie,Landeaux,glandeauxpc@cargocollective.com,023 Coleman Center,46-621-5709,1/30/2024,"$63,007.57 ",Meemm
914,Lannie,Sunley,lsunleypd@ftc.gov,7 Northview Road,44-612-3680,1/15/2024,"$53,856.50 ",Gigazoom
915,Vicki,Matous,vmatouspe@feedburner.com,90367 Shopko Alley,29-735-7970,1/20/2024,"$51,556.99 ",Dabvine
916,Caesar,Muckley,cmuckleypf@naver.com,88977 Anderson Avenue,06-435-2468,03/06/24,"$71,326.51 ",Skilith
917,Mariquilla,Warlawe,mwarlawepg@sun.com,66 Thackeray Hill,27-493-0226,02/04/24,"$78,252.48 ",Realcube
918,Shelly,Grattage,sgrattageph@nhs.uk,9377 Jay Way,94-447-7919,1/25/2024,"$71,441.11 ",Gabvine
919,Lolita,Rolingson,lrolingsonpi@intel.com,15 Elka Hill,41-498-2079,02/06/24,"$86,249.72 ",Pixoboo
920,Honoria,Day,hdaypj@hud.gov,9926 Graceland Plaza,25-398-7556,1/24/2024,"$61,250.88 ",Skyble
921,Malva,Mellem,mmellempk@sbwire.com,926 6th Point,13-896-0615,01/11/24,"$9,801.20 ",Babbleblab
922,Ericha,Darke,edarkepl@opensource.org,47 Toban Place,98-649-5615,03/04/24,"$61,441.93 ",Shuffletag
923,Klemens,Pech,kpechpm@elegantthemes.com,99 Autumn Leaf Center,15-073-5992,03/01/24,"$40,063.86 ",Thoughtsphere
924,Gertrudis,Lathbury,glathburypn@globo.com,9 Trailsway Drive,08-370-7004,2/29/2024,"$74,815.60 ",Centimia
925,Mace,Gathwaite,mgathwaitepo@woothemes.com,9 Wayridge Trail,10-106-3893,03/05/24,"$29,229.89 ",Snaptags
926,Monte,Gagg,mgaggpp@netvibes.com,220 Talisman Parkway,84-661-4373,03/07/24,"$99,143.69 ",Leenti
927,Josey,Osgodby,josgodbypq@blogger.com,66 Dwight Parkway,94-544-4965,1/19/2024,"$51,911.08 ",Dynava
928,Lilith,Larver,llarverpr@yandex.ru,45 Meadow Ridge Junction,60-645-2680,2/23/2024,"$83,882.96 ",Buzzster
929,Vere,Furney,vfurneyps@google.co.uk,1 Westridge Trail,24-995-6163,2/17/2024,"$46,461.57 ",Twitterworks
930,Dario,Humphrys,dhumphryspt@newyorker.com,1 Dwight Crossing,27-784-0158,01/01/24,"$96,831.56 ",Shufflester
931,Rana,McRitchie,rmcritchiepu@weather.com,95346 Scott Street,59-452-1337,1/27/2024,"$90,257.05 ",DabZ
932,Gloriana,Persent,gpersentpv@disqus.com,0825 East Court,99-471-5393,03/06/24,"$29,895.06 ",Meezzy
933,Wendall,Kuzma,wkuzmapw@deviantart.com,4242 Steensland Way,08-828-4292,2/20/2024,"$86,834.00 ",Eire
934,Becki,Rene,brenepx@prweb.com,01673 Sage Hill,20-452-0903,1/19/2024,$272.67 ,Izio
935,Denny,Delgardillo,ddelgardillopy@businesswire.com,8672 Shasta Center,50-441-2795,2/21/2024,"$33,797.76 ",Photobean
936,Torry,McTurk,tmcturkpz@pbs.org,834 Porter Plaza,05-641-8118,01/06/24,"$52,848.09 ",Yodoo
937,Nell,Zanuciolii,nzanucioliiq0@nationalgeographic.com,98 Washington Pass,99-180-6942,1/31/2024,"$70,689.39 ",Tagtune
938,Whittaker,Gawkroge,wgawkrogeq1@prnewswire.com,6 7th Junction,52-419-2605,2/23/2024,"$72,479.48 ",Wikibox
939,Valerie,Sandells,vsandellsq2@parallels.com,754 Kennedy Drive,62-334-1755,03/05/24,"$28,070.40 ",Roombo
940,Dniren,Littlepage,dlittlepageq3@ted.com,87532 Tony Hill,52-364-3519,02/06/24,"$61,122.05 ",Trudoo
941,Barris,Ewan,bewanq4@technorati.com,37 La Follette Plaza,57-424-7184,01/04/24,"$89,550.06 ",Yakitri
942,Lolly,Hurch,lhurchq5@indiegogo.com,0988 Surrey Hill,83-450-3999,2/28/2024,"$70,762.55 ",Tagfeed
943,Steffi,Trevarthen,strevarthenq6@yellowpages.com,91 Blackbird Terrace,67-392-9594,1/13/2024,"$93,251.00 ",Podcat
944,Natala,Bette,nbetteq7@aboutads.info,329 Scott Park,02-204-0504,02/03/24,"$72,686.02 ",Kwimbee
945,Mollee,Michel,mmichelq8@hexun.com,00 Carberry Hill,09-481-4450,01/01/24,"$78,958.71 ",Minyx
946,Abdul,Paszak,apaszakq9@arizona.edu,5 Delaware Crossing,14-351-4955,01/04/24,"$76,590.09 ",Ntags
947,Almeria,Alderwick,aalderwickqa@ebay.co.uk,254 Corben Road,59-543-5076,01/03/24,"$66,564.26 ",Thoughtstorm
948,Brinna,McKinley,bmckinleyqb@mac.com,471 Arkansas Place,61-405-0916,02/01/24,"$17,919.43 ",Devpulse
949,Claudine,Caughan,ccaughanqc@instagram.com,821 Roxbury Drive,23-494-0920,1/24/2024,"$54,550.03 ",Kaymbo
950,Tania,Gingle,tgingleqd@economist.com,54137 Karstens Drive,66-663-1159,01/07/24,"$59,069.20 ",Jabbersphere
951,Les,Cowling,lcowlingqe@goodreads.com,60 Moland Crossing,81-676-2654,1/30/2024,$571.79 ,Gigabox
952,Hulda,Redferne,hredferneqf@mapquest.com,84 Texas Trail,23-687-8975,03/11/24,"$96,916.96 ",Meemm
953,Emelina,Hinrichs,ehinrichsqg@ed.gov,44 Delaware Road,56-368-6108,2/16/2024,"$82,956.20 ",Gigazoom
954,Trish,Gregs,tgregsqh@gnu.org,40 Riverside Plaza,39-510-9034,2/15/2024,"$51,113.47 ",Dabvine
955,Sapphira,Bransdon,sbransdonqi@wiley.com,74264 Meadow Vale Circle,54-175-1932,03/11/24,"$89,916.44 ",Skilith
956,Ewen,Snoxill,esnoxillqj@tumblr.com,677 Morrow Point,38-863-5678,03/09/24,"$5,615.83 ",Realcube
957,Marline,Ottewell,mottewellqk@nydailynews.com,57 Gina Park,55-155-1964,2/13/2024,"$17,970.58 ",Gabvine
958,Justinian,Van der Spohr,jvanderspohrql@fda.gov,1172 Norway Maple Center,39-810-5385,01/02/24,"$89,079.70 ",Pixoboo
959,Danell,Baudasso,dbaudassoqm@yolasite.com,28692 Dryden Street,73-596-3382,01/12/24,"$75,805.93 ",Skyble
960,Truda,Zebedee,tzebedeeqn@fotki.com,28809 Ludington Park,07-612-8299,02/02/24,"$19,397.39 ",Babbleblab
961,Bernita,Pennings,bpenningsqo@google.com.au,0228 Troy Plaza,76-955-2370,1/24/2024,"$88,893.36 ",Shuffletag
962,Emmi,Emmanuele,eemmanueleqp@berkeley.edu,7 Meadow Valley Terrace,55-313-3066,2/26/2024,"$31,085.97 ",Thoughtsphere
963,Evaleen,Rudgard,erudgardqq@mayoclinic.com,505 Nevada Court,69-486-8274,2/19/2024,"$37,412.98 ",Centimia
964,Pavia,Girardin,pgirardinqr@nhs.uk,1235 Golf Course Road,63-005-4089,1/20/2024,"$85,654.38 ",Snaptags
965,Kettie,Middleweek,kmiddleweekqs@mac.com,3278 Schmedeman Street,00-258-5059,02/01/24,"$94,813.83 ",Leenti
966,Padget,Sam,psamqt@cafepress.com,52163 Ruskin Place,27-474-3361,01/02/24,"$50,366.97 ",Dynava
967,Tadio,Shortin,tshortinqu@disqus.com,92222 Buena Vista Road,88-564-4628,2/27/2024,"$98,643.11 ",Buzzster
968,Sissie,Skarin,sskarinqv@vk.com,36 Waywood Park,44-630-8629,1/14/2024,"$7,543.40 ",Twitterworks
969,Darrin,Croyser,dcroyserqw@mail.ru,5 Starling Circle,86-693-7990,2/24/2024,"$94,181.05 ",Shufflester
970,Tedra,Josham,tjoshamqx@wunderground.com,516 Kipling Pass,64-310-5921,01/02/24,"$35,442.89 ",DabZ
971,Ernst,Paver,epaverqy@dagondesign.com,22 Gerald Park,23-587-5685,03/02/24,"$7,957.26 ",Meezzy
972,Lotte,Wickes,lwickesqz@sohu.com,9891 Comanche Point,83-194-2615,03/11/24,"$9,581.96 ",Eire
973,Lynne,Rootes,lrootesr0@a8.net,204 Talmadge Junction,67-315-0161,2/19/2024,"$66,850.68 ",Izio
974,Leo,Bolles,lbollesr1@sitemeter.com,0 Cordelia Pass,24-403-6565,2/14/2024,"$79,264.99 ",Photobean
975,Tarrah,Plume,tplumer2@phpbb.com,16665 7th Way,42-675-3007,1/29/2024,"$87,838.11 ",Yodoo
976,Bidget,Kikke,bkikker3@skyrock.com,98690 Clove Hill,05-061-2625,1/20/2024,"$41,999.82 ",Tagtune
977,Brandise,Ferrarin,bferrarinr4@ucoz.ru,5840 Kenwood Crossing,62-494-7978,03/08/24,"$94,061.92 ",Wikibox
978,Lee,Espinay,lespinayr5@github.io,44123 Esch Drive,69-230-7166,1/23/2024,"$34,235.78 ",Roombo
979,Marjory,Bingall,mbingallr6@sogou.com,97 Susan Hill,48-471-2401,01/09/24,"$4,915.92 ",Trudoo
980,Jerrylee,MacGowan,jmacgowanr7@webeden.co.uk,80948 Eastwood Park,32-477-5927,02/01/24,"$84,688.32 ",Yakitri
981,Tamara,Livezey,tlivezeyr8@imageshack.us,10803 Comanche Street,44-110-5544,01/09/24,"$97,507.72 ",Tagfeed
982,Meryl,Van Bruggen,mvanbruggenr9@army.mil,59614 Toban Drive,72-246-5858,02/06/24,$960.38 ,Podcat
983,Tedd,McGuggy,tmcguggyra@mtv.com,1 Mockingbird Street,96-531-5917,2/27/2024,"$80,763.49 ",Kwimbee
984,Mitch,Alabone,malabonerb@imdb.com,00 Doe Crossing Place,35-915-5089,01/05/24,"$45,218.83 ",Minyx
985,Daryle,Sawtell,dsawtellrc@flickr.com,86930 Butterfield Center,32-090-7531,2/23/2024,"$13,180.77 ",Ntags
986,Rowena,Albrecht,ralbrechtrd@patch.com,0167 Katie Lane,97-058-4850,1/17/2024,"$14,297.69 ",Thoughtstorm
987,Thibaud,Duerden,tduerdenre@nps.gov,923 Southridge Terrace,79-239-7212,02/10/24,"$97,280.88 ",Devpulse
988,Alida,Sutcliffe,asutclifferf@wired.com,9942 Clove Road,99-324-2914,1/31/2024,"$34,151.36 ",Kaymbo
989,Edna,Gyver,egyverrg@usa.gov,436 Florence Circle,93-934-9540,1/23/2024,"$39,074.13 ",Jabbersphere
990,Smitty,Kitcherside,skitchersiderh@mit.edu,54 Pennsylvania Place,54-961-4050,02/02/24,"$13,048.40 ",Gigabox
991,Bertie,Burns,bburnsri@symantec.com,2 Clove Parkway,64-356-6803,1/29/2024,"$15,747.86 ",Meemm
992,Jourdain,Colaco,jcolacorj@latimes.com,710 Haas Drive,83-241-0913,01/02/24,"$29,310.51 ",Gigazoom
993,Morgun,Cinavas,mcinavasrk@freewebs.com,99 Ramsey Lane,41-562-3688,2/29/2024,"$69,780.39 ",Dabvine
994,Glenna,Lemmertz,glemmertzrl@opensource.org,3197 Village Green Junction,30-707-2777,1/27/2024,"$26,321.74 ",Skilith
995,Marrilee,Kaliszewski,mkaliszewskirm@usda.gov,278 Troy Place,23-534-1770,2/19/2024,"$85,549.66 ",Realcube
996,Giana,Statter,gstatterrn@archive.org,55723 4th Street,63-665-8513,01/08/24,"$43,535.04 ",Gabvine
997,Maddy,Lofts,mloftsro@pen.io,7270 Esker Terrace,45-959-8907,1/20/2024,"$96,168.44 ",Pixoboo
998,Margot,Torn,mtornrp@narod.ru,0 Logan Street,39-602-0889,1/22/2024,"$62,615.23 ",Skyble
999,Lorianna,Furlonge,lfurlongerq@usgs.gov,0 Forest Plaza,37-033-0615,2/27/2024,"$41,138.27 ",Babbleblab
1000,Silvanus,Smethurst,ssmethurstrr@tripod.com,65759 Coolidge Road,58-270-5157,03/08/24,"$58,647.04 ",Shuffletag
